EmployeeID,FirstName,LastName,Gender,State,City,HireDate,Department,JobTitle,EducationLevel,PerformanceRating,Overtime,Salary,BirthDate,TerminationDate,AdjustedSalary
E03496,Nathan,Gaba,Male,Tamil Nadu,Coimbatore,2023-06-03,Operations,Operations Executive,Bachelor's,Good,Yes,826324,1983-06-13,,826324
E03497,Priya,Dhar,Male,Uttar Pradesh,Lucknow,2019-05-10,IT,Data Analyst,Bachelor's,Satisfactory,Yes,670196,1984-05-18,,670196
E03498,Waida,Tata,Male,Tamil Nadu,Chennai,2021-04-28,Operations,Operations Manager,Master's,Satisfactory,Yes,417197,1974-05-10,,527754
E03499,Kevin,Gulati,Male,West Bengal,Kolkata,2024-10-21,Sales,Business Development,Master's,Good,No,815633,1995-10-29,,937977
E03500,Charles,Naidu,Male,Gujarat,Surat,2022-07-13,HR,HR Manager,Master's,Satisfactory,Yes,656544,1972-07-25,,830528
E03501,Tejas,Pandit,Male,Tamil Nadu,Chennai,2023-07-26,Sales,Business Development,Master's,Good,No,901453,1993-08-02,,1036670
E03502,Lakshit,Sem,Male,Delhi,New Delhi,2024-10-19,Finance,Accountant,Bachelor's,Good,Yes,780256,1982-10-30,,858281
E03503,Riya,Sehgal,Male,Delhi,New Delhi,2015-11-02,IT,IT Manager,Master's,Satisfactory,No,1058709,1972-11-12,,1339266
E03504,Kamala,Pandey,Male,Maharashtra,Mumbai,2020-04-09,HR,HR Executive,Bachelor's,Good,No,548549,1979-04-20,,603403
E03505,Eiravati,Ratti,Female,West Bengal,Kolkata,2024-11-14,Finance,Financial Analyst,Master's,Needs Improvement,No,403945,1987-11-24,,473827
E03506,Xalak,Sachar,Female,Gujarat,Vadodara,2023-09-09,Sales,Sales Executive,Bachelor's,Excellent,Yes,462629,1984-09-18,,471881
E03507,Meghana,Sant,Male,Uttar Pradesh,Noida,2020-01-02,HR,HR Executive,Bachelor's,Good,Yes,498473,1977-01-12,,548320
E03508,Ucchal,Lad,Male,Karnataka,Mangalore,2024-05-11,HR,HR Executive,Bachelor's,Good,No,397045,1983-05-22,,436749
E03509,Raksha,Saran,Female,Tamil Nadu,Madurai,2024-11-12,Sales,Sales Manager,Bachelor's,Excellent,No,455908,1987-11-22,,465026
E03510,Kala,Thakur,Male,Karnataka,Mangalore,2016-12-25,Sales,Sales Manager,Bachelor's,Needs Improvement,Yes,392955,1976-01-05,,392955
E03511,Dhriti,Barman,Female,West Bengal,Kolkata,2018-09-25,HR,HR Executive,Bachelor's,Satisfactory,Yes,645553,1976-10-05,,724310
E03512,Chaitanya,Narain,Female,West Bengal,Siliguri,2019-09-26,Operations,Operations Executive,Bachelor's,Excellent,No,657070,1992-10-02,,670211
E03513,Yutika,Chad,Female,West Bengal,Howrah,2017-08-30,Operations,Operations Manager,Master's,Good,No,546745,1981-09-08,,641331
E03514,Nitesh,Vohra,Male,Gujarat,Ahmedabad,2021-06-17,Operations,Operations Executive,Bachelor's,Excellent,No,431408,1995-06-24,,431408
E03515,Oscar,Kumer,Female,Gujarat,Vadodara,2023-10-18,HR,HR Manager,Master's,Needs Improvement,Yes,508535,1974-10-30,,656162
E03516,Utkarsh,Prabhakar,Female,Tamil Nadu,Madurai,2024-06-30,Sales,Sales Manager,Bachelor's,Excellent,No,735929,1993-07-08,,750647
E03517,Nidhi,Gulati,Male,Uttar Pradesh,Noida,2018-04-21,HR,HR Executive,Bachelor's,Satisfactory,No,532363,1996-04-26,,532363
E03518,Ijaya,Virk,Male,Gujarat,Ahmedabad,2022-05-22,Sales,Sales Executive,Bachelor's,Excellent,No,435500,1983-06-01,,435500
E03519,Finn,Goswami,Female,Gujarat,Vadodara,2019-07-25,Operations,Operations Manager,Master's,Good,No,518593,1971-08-06,,669140
E03520,Advik,Dhillon,Female,West Bengal,Kolkata,2017-10-10,IT,Software Engineer,Bachelor's,Good,No,1019928,1978-10-20,,1040326
E03521,Jack,Doshi,Male,Karnataka,Mangalore,2017-11-19,HR,HR Manager,Master's,Needs Improvement,Yes,426122,1978-11-29,,490040
E03522,Vasudha,Garde,Male,Tamil Nadu,Chennai,2021-01-01,Finance,Finance Manager,Master's,Good,Yes,1104807,1991-01-09,,1270528
E03523,Ojasvi,Sekhon,Male,Tamil Nadu,Madurai,2021-03-25,Operations,Operations Manager,Master's,Excellent,No,717964,1983-04-04,,825658
E03524,Rudra,Sem,Male,West Bengal,Siliguri,2020-05-23,IT,Software Engineer,Bachelor's,Excellent,No,1016534,1978-06-03,,1118187
E03525,Amaira,Desai,Male,Maharashtra,Nagpur,2019-03-15,Finance,Finance Manager,Master's,Good,No,954733,1979-03-25,,1097942
E03526,Nitara,More,Male,West Bengal,Howrah,2021-04-26,HR,HR Executive,Bachelor's,Good,No,563060,1992-05-03,,563060
E03527,Vasudha,Vohra,Male,Tamil Nadu,Madurai,2020-04-11,Finance,Financial Analyst,Master's,Satisfactory,No,470422,1995-04-18,,540985
E03528,Pranav,Hayer,Male,West Bengal,Howrah,2024-06-03,Operations,Operations Executive,Bachelor's,Good,No,327306,1992-06-11,,327306
E03529,Amrita,Chaudhary,Male,Karnataka,Bengaluru,2021-10-18,Operations,Operations Executive,Bachelor's,Satisfactory,Yes,732476,1982-10-28,,732476
E03530,Manan,Sengupta,Female,Delhi,New Delhi,2022-05-20,Operations,Operations Manager,Master's,Satisfactory,Yes,440486,1969-06-02,,568359
E03531,Forum,Lad,Female,Uttar Pradesh,Noida,2016-01-02,HR,HR Manager,Master's,Excellent,No,780969,1984-01-10,,916076
E03532,Qabil,Wali,Female,Karnataka,Mangalore,2023-10-23,Operations,Operations Manager,Master's,Good,Yes,355244,1971-11-05,,458371
E03533,Jack,Gupta,Male,Tamil Nadu,Coimbatore,2019-11-03,Operations,Operations Executive,Bachelor's,Satisfactory,Yes,583057,1976-11-13,,641362
E03534,Upma,Deo,Male,Delhi,New Delhi,2017-11-25,Operations,Operations Manager,Master's,Excellent,No,320852,1982-12-04,,368979
E03535,Ekansh,Nadkarni,Male,Gujarat,Surat,2021-11-28,Operations,Operations Manager,Master's,Good,No,870878,1978-12-09,,1101660
E03536,Adya,Mandal,Female,Gujarat,Surat,2022-06-26,Finance,Finance Manager,Master's,Excellent,No,1180463,1992-07-03,,1384683
E03537,Saanvi,Wason,Female,Maharashtra,Mumbai,2021-01-15,Operations,Operations Manager,Master's,Good,Yes,889829,1967-01-29,,1148146
E03538,Umang,Dugar,Male,Maharashtra,Mumbai,2015-08-27,HR,HR Manager,Master's,Needs Improvement,No,688411,1966-09-08,,870839
E03539,Ekapad,Sahota,Female,West Bengal,Siliguri,2020-11-07,IT,Data Analyst,Bachelor's,Excellent,No,1123578,1979-11-18,,1260654
E03540,William,Andra,Male,Delhi,New Delhi,2024-04-30,Operations,Operations Manager,Master's,Needs Improvement,Yes,664876,1985-05-10,,764607
E03541,Pooja,Banerjee,Female,Karnataka,Mysuru,2021-07-09,IT,Software Engineer,Bachelor's,Good,No,1169243,1989-07-17,,1192627
E03542,Ekapad,Krishnan,Male,Delhi,New Delhi,2023-02-10,IT,Software Engineer,Bachelor's,Needs Improvement,No,862942,1983-02-20,,862942
E03543,Ekbal,Majumdar,Female,West Bengal,Kolkata,2020-05-26,Operations,Operations Executive,Bachelor's,Good,No,716382,1986-06-04,,730709
E03544,Mahika,Luthra,Male,Tamil Nadu,Chennai,2021-10-24,Sales,Sales Executive,Bachelor's,Satisfactory,No,622364,1989-11-01,,622364
E03545,Madhav,Chahal,Female,Karnataka,Mysuru,2017-01-31,HR,HR Executive,Bachelor's,Excellent,Yes,442202,1982-02-09,,451046
E03546,Lila,Ganesh,Male,Uttar Pradesh,Lucknow,2022-02-15,Operations,Operations Executive,Bachelor's,Excellent,No,737557,2000-02-21,,737557
E03547,Amol,Manne,Male,Tamil Nadu,Coimbatore,2024-09-09,HR,HR Executive,Bachelor's,Excellent,No,706264,1996-09-16,,706264
E03548,Ucchal,Tripathi,Male,Gujarat,Ahmedabad,2024-12-02,HR,HR Manager,Master's,Good,Yes,493401,1987-12-12,,567411
E03549,Gautami,Sami,Male,Uttar Pradesh,Noida,2024-09-15,Finance,Accountant,Bachelor's,Good,No,1197065,1981-09-26,,1316771
E03550,Veda,Biswas,Male,Karnataka,Mangalore,2024-01-19,Operations,Operations Manager,Master's,Good,No,758002,1978-01-30,,958872
E03551,Mohini,Ghose,Female,Uttar Pradesh,Lucknow,2022-07-05,IT,IT Manager,Master's,Needs Improvement,No,647525,1987-07-14,,759546
E03552,Harish,Ghosh,Female,Maharashtra,Nagpur,2016-05-02,Finance,Accountant,Bachelor's,Excellent,Yes,899154,1989-05-09,,917137
E03553,Chandran,Aurora,Male,Maharashtra,Pune,2024-09-04,Operations,Operations Manager,Master's,Good,Yes,685679,1984-09-14,,788530
E03554,Diya,Char,Female,Karnataka,Mysuru,2024-01-16,Operations,Operations Executive,Bachelor's,Needs Improvement,Yes,638224,2002-01-21,,650988
E03555,Bhavani,Chakrabarti,Female,Tamil Nadu,Coimbatore,2021-10-31,Sales,Sales Executive,Bachelor's,Satisfactory,No,865573,1994-11-07,,882884
E03556,Sanya,Sengupta,Male,Gujarat,Surat,2016-01-27,HR,HR Executive,Bachelor's,Good,Yes,388145,1980-02-05,,388145
E03557,Krishna,Krishnan,Male,Tamil Nadu,Chennai,2019-03-18,Finance,Financial Analyst,Master's,Good,Yes,424781,1989-03-25,,488498
E03558,Gavin,Pradhan,Male,West Bengal,Kolkata,2024-05-08,Finance,Finance Manager,Master's,Needs Improvement,Yes,694522,1990-05-17,,798700
E03559,Yashawini,Divan,Female,Karnataka,Mangalore,2019-11-15,Sales,Sales Executive,Bachelor's,Excellent,No,798016,1976-11-25,,895373
E03560,Bakhshi,Chandran,Male,Uttar Pradesh,Lucknow,2020-06-06,Finance,Finance Manager,Master's,Excellent,No,997852,1968-06-19,,1262282
E03561,Chandresh,Dhingra,Male,Tamil Nadu,Chennai,2018-08-21,Operations,Operations Manager,Master's,Excellent,No,392245,1965-09-03,,496189
E03562,Hemani,Boase,Female,Delhi,New Delhi,2016-01-07,Operations,Operations Executive,Bachelor's,Good,No,411485,1991-01-13,,419714
E03563,Omaja,Kunda,Male,Gujarat,Vadodara,2024-07-12,Finance,Accountant,Bachelor's,Good,No,1027561,1991-07-21,,1027561
E03564,Zaid,Modi,Male,West Bengal,Siliguri,2024-05-07,Operations,Operations Manager,Master's,Needs Improvement,No,744751,1984-05-17,,856463
E03565,Gautami,Kalla,Male,West Bengal,Kolkata,2024-09-07,HR,HR Manager,Master's,Satisfactory,Yes,788519,1988-09-16,,906796
E03566,Harsh,Mital,Male,Delhi,New Delhi,2019-12-19,Sales,Sales Executive,Bachelor's,Satisfactory,No,790768,1985-12-27,,790768
E03567,Yagnesh,Bala,Male,Gujarat,Surat,2019-01-17,Operations,Operations Executive,Bachelor's,Satisfactory,No,606362,1995-01-23,,606362
E03568,Harinakshi,Wali,Female,Karnataka,Mysuru,2020-10-19,HR,HR Executive,Bachelor's,Satisfactory,Yes,377608,1989-10-27,,385160
E03569,Hredhaan,Sundaram,Male,West Bengal,Kolkata,2020-04-22,Sales,Business Development,Master's,Good,No,359769,1996-04-28,,413734
E03570,Mitali,More,Male,Maharashtra,Mumbai,2024-02-26,Finance,Accountant,Bachelor's,Excellent,Yes,429025,1998-03-04,,429025
E03571,Lopa,Gola,Female,Tamil Nadu,Madurai,2020-03-07,IT,Data Analyst,Bachelor's,Needs Improvement,No,1418865,1995-03-14,,1447242
E03572,Henry,Wable,Female,Uttar Pradesh,Kanpur,2021-09-19,Finance,Accountant,Bachelor's,Good,No,830387,1976-09-30,,931694
E03573,Wridesh,Saran,Male,West Bengal,Siliguri,2024-11-20,HR,HR Executive,Bachelor's,Satisfactory,Yes,300510,1994-11-28,,300510
E03574,Yagnesh,Patel,Female,Tamil Nadu,Chennai,2018-10-25,Finance,Accountant,Bachelor's,Satisfactory,No,941675,1988-11-01,,960508
E03575,Rushil,Sarma,Female,Karnataka,Bengaluru,2021-01-29,Operations,Operations Executive,Bachelor's,Excellent,No,387965,1996-02-05,,395724
E03576,Faris,Thaman,Female,Delhi,New Delhi,2022-04-03,Sales,Sales Executive,Bachelor's,Needs Improvement,No,737139,1984-04-12,,751881
E03577,Wyatt,Sekhon,Male,West Bengal,Howrah,2021-10-07,Operations,Operations Executive,Bachelor's,Good,No,767276,1990-10-15,,767276
E03578,Xalak,Khurana,Male,Karnataka,Mysuru,2024-01-11,HR,HR Executive,Bachelor's,Satisfactory,Yes,388463,1994-01-18,,388463
E03579,Keya,Shenoy,Male,Uttar Pradesh,Kanpur,2023-09-04,IT,Software Engineer,Bachelor's,Needs Improvement,Yes,646539,1997-09-10,,646539
E03580,Daksha,Comar,Male,Maharashtra,Pune,2020-07-08,IT,IT Manager,Master's,Good,No,1476922,1968-07-21,,1868306
E03581,Max,Bal,Female,Tamil Nadu,Madurai,2023-12-08,HR,HR Executive,Bachelor's,Good,Yes,711390,2000-12-13,,725617
E03582,Simon,Butala,Male,Karnataka,Mysuru,2020-05-07,Sales,Business Development,Master's,Excellent,No,428867,1983-05-17,,493197
E03583,Simon,Parsa,Female,Tamil Nadu,Coimbatore,2021-04-22,Operations,Operations Manager,Master's,Good,Yes,521760,1969-05-05,,673226
E03584,Yochana,Zacharia,Male,Tamil Nadu,Coimbatore,2021-08-30,Finance,Accountant,Bachelor's,Good,Yes,748906,1989-09-07,,748906
E03585,Yagnesh,Ganesh,Male,Delhi,New Delhi,2022-10-12,HR,HR Executive,Bachelor's,Good,No,466383,1984-10-21,2023-11-22,466383
E03586,Tanay,Hegde,Female,Maharashtra,Nagpur,2019-01-03,Finance,Finance Manager,Master's,Good,Yes,745888,1978-01-13,,962419
E03587,Yug,Jani,Male,Uttar Pradesh,Lucknow,2018-09-16,IT,IT Manager,Master's,Good,No,1154695,1976-09-26,,1460689
E03588,Faqid,Sule,Male,Gujarat,Surat,2022-09-05,HR,HR Manager,Master's,Satisfactory,No,640831,1980-09-15,,810651
E03589,Balhaar,Mallick,Female,West Bengal,Kolkata,2020-06-19,IT,Software Engineer,Bachelor's,Good,No,624877,1996-06-25,,637374
E03590,Kamala,Chowdhury,Female,West Bengal,Kolkata,2022-12-25,Finance,Financial Analyst,Master's,Good,Yes,615227,1981-01-04,,793827
E03591,Fitan,Banerjee,Female,Maharashtra,Mumbai,2020-04-22,HR,HR Executive,Bachelor's,Satisfactory,No,700946,1988-04-30,,714964
E03592,Timothy,Bava,Male,Delhi,New Delhi,2024-11-23,HR,HR Executive,Bachelor's,Needs Improvement,No,412564,2002-11-29,,412564
E03593,Sanaya,Venkatesh,Male,Tamil Nadu,Coimbatore,2024-08-05,Finance,Financial Analyst,Master's,Good,No,622887,1988-08-14,,716320
E03594,Nimrat,Kapur,Female,Tamil Nadu,Coimbatore,2021-03-30,Sales,Sales Executive,Bachelor's,Excellent,Yes,487931,1993-04-06,,497689
E03595,Gavin,Chawla,Male,Tamil Nadu,Coimbatore,2022-06-07,Sales,Sales Executive,Bachelor's,Satisfactory,No,546451,1984-06-16,,546451
E03596,Megha,Chatterjee,Female,Tamil Nadu,Madurai,2022-04-29,IT,Software Engineer,Bachelor's,Good,No,843579,1998-05-05,,860450
E03597,Warjas,Lanka,Male,Gujarat,Vadodara,2017-11-24,IT,IT Manager,Master's,Good,Yes,1360167,1982-12-03,,1564192
E03598,Ojas,Mani,Male,West Bengal,Kolkata,2023-07-22,Finance,Financial Analyst,Master's,Excellent,Yes,484445,1997-07-28,,557111
E03599,Aashi,Bhakta,Male,Maharashtra,Mumbai,2024-05-13,Operations,Operations Executive,Bachelor's,Good,No,573647,1980-05-24,,631011
E03600,Gagan,Gour,Female,Maharashtra,Mumbai,2023-05-14,Finance,Financial Analyst,Master's,Good,No,722269,1984-05-23,,847221
E03601,Sneha,Chahal,Male,Uttar Pradesh,Noida,2020-07-30,Operations,Operations Manager,Master's,Needs Improvement,No,647493,1981-08-09,,744616
E03602,Bahadurjit,Mangat,Male,Delhi,New Delhi,2016-07-28,IT,Software Engineer,Bachelor's,Satisfactory,Yes,898796,1987-08-05,,898796
E03603,Megha,Narasimhan,Male,Tamil Nadu,Coimbatore,2022-04-18,IT,IT Manager,Master's,Needs Improvement,No,1285040,1990-04-26,,1477796
E03604,Ati,Varughese,Male,Maharashtra,Pune,2024-07-23,Sales,Business Development,Master's,Good,No,617504,2001-07-29,,710129
E03605,Harshil,Aurora,Male,Delhi,New Delhi,2016-06-21,Finance,Financial Analyst,Master's,Excellent,Yes,965766,1986-06-29,,1110630
E03606,Bhavya,Srinivas,Female,Karnataka,Mysuru,2022-02-02,Operations,Operations Manager,Master's,Satisfactory,No,887474,1990-02-10,,1041007
E03607,Aradhana,Maharaj,Female,Maharashtra,Mumbai,2024-10-10,Operations,Operations Manager,Master's,Excellent,No,886809,1973-10-23,,1144249
E03608,Michael,Oak,Male,West Bengal,Howrah,2022-04-01,Sales,Sales Manager,Bachelor's,Good,No,741470,1992-04-08,,741470
E03609,Ladli,Kale,Female,Karnataka,Mysuru,2023-08-21,Finance,Accountant,Bachelor's,Good,No,1148666,1987-08-30,,1171639
E03610,Barkha,Banik,Female,Gujarat,Ahmedabad,2021-11-30,IT,Software Engineer,Bachelor's,Good,No,1488771,1990-12-08,,1518546
E03611,Ria,Vaidya,Male,West Bengal,Siliguri,2021-02-14,IT,IT Manager,Master's,Satisfactory,Yes,517629,1976-02-26,,654800
E03612,Lakshmi,Batta,Male,Maharashtra,Pune,2018-05-08,IT,Software Engineer,Bachelor's,Needs Improvement,No,1211977,1990-05-15,,1211977
E03613,Isaiah,Balakrishnan,Female,Tamil Nadu,Madurai,2020-11-10,Operations,Operations Executive,Bachelor's,Excellent,Yes,764719,1987-11-19,,780013
E03614,Bachittar,Rajan,Female,West Bengal,Howrah,2021-06-09,HR,HR Manager,Master's,Good,No,403568,1980-06-19,,520723
E03615,Eta,Mani,Female,Karnataka,Mysuru,2021-10-13,Sales,Sales Manager,Bachelor's,Good,No,841896,1976-10-24,,944607
E03616,Pallavi,Chacko,Female,Uttar Pradesh,Noida,2022-02-17,IT,Data Analyst,Bachelor's,Good,No,734427,1978-02-28,,824027
E03617,Umang,Chopra,Male,Maharashtra,Mumbai,2022-07-19,HR,HR Executive,Bachelor's,Good,No,431667,1992-07-26,2023-05-22,431667
E03618,Sanaya,Gupta,Female,Delhi,New Delhi,2023-08-27,IT,IT Manager,Master's,Good,No,1304448,1978-09-07,,1683129
E03619,Vidhi,Bath,Female,Maharashtra,Pune,2024-07-31,Sales,Sales Executive,Bachelor's,Good,No,574441,1980-08-11,,644522
E03620,Keya,Patel,Female,Gujarat,Surat,2023-02-24,Operations,Operations Executive,Bachelor's,Good,Yes,676801,1987-03-05,,690337
E03621,Lopa,Venkatesh,Female,Uttar Pradesh,Noida,2018-11-02,Finance,Finance Manager,Master's,Excellent,Yes,1005950,1975-11-13,,1297977
E03622,Nachiket,Chowdhury,Female,Gujarat,Surat,2023-09-09,HR,HR Executive,Bachelor's,Satisfactory,Yes,553407,1983-09-19,,564475
E03623,Ekansh,Kata,Female,Delhi,New Delhi,2019-09-15,HR,HR Manager,Master's,Satisfactory,No,757818,1974-09-26,,977812
E03624,Rohan,Bawa,Male,West Bengal,Howrah,2023-08-13,Finance,Accountant,Bachelor's,Needs Improvement,Yes,758435,1981-08-23,,834278
E03625,Tripti,Iyer,Male,Delhi,New Delhi,2022-03-13,Operations,Operations Executive,Bachelor's,Good,No,616704,1983-03-23,,616704
E03626,Rachita,Bajwa,Male,Gujarat,Ahmedabad,2022-02-11,Finance,Accountant,Bachelor's,Excellent,No,550519,1987-02-20,,550519
E03627,Bishakha,Dyal,Female,Uttar Pradesh,Noida,2022-06-03,Sales,Sales Manager,Bachelor's,Satisfactory,No,477228,1972-06-15,,535449
E03628,Aahana,Brahmbhatt,Male,West Bengal,Siliguri,2024-08-26,Finance,Finance Manager,Master's,Good,Yes,1031744,1976-09-07,,1305156
E03629,Manya,Murty,Female,Tamil Nadu,Coimbatore,2021-10-19,Operations,Operations Manager,Master's,Good,Yes,448049,1979-10-30,,578117
E03630,Saanvi,Ravel,Male,Uttar Pradesh,Lucknow,2023-12-24,Sales,Sales Manager,Bachelor's,Satisfactory,No,665483,1981-01-03,,732031
E03631,Ekanta,Rau,Female,Delhi,New Delhi,2022-12-14,HR,HR Executive,Bachelor's,Excellent,No,317075,1977-12-25,,355758
E03632,Hema,Dhaliwal,Male,Tamil Nadu,Madurai,2018-04-27,IT,IT Manager,Master's,Good,No,806909,1986-05-05,,927945
E03633,Daksha,Bora,Male,West Bengal,Siliguri,2017-10-06,Sales,Sales Executive,Bachelor's,Good,No,632585,1992-10-12,,632585
E03634,Balveer,Sankaran,Female,Uttar Pradesh,Lucknow,2023-05-20,HR,HR Manager,Master's,Satisfactory,Yes,647632,1985-05-29,,759672
E03635,Kamya,Keer,Female,Karnataka,Bengaluru,2017-04-05,Finance,Financial Analyst,Master's,Good,No,413363,1991-04-12,,484874
E03636,Dominic,Karan,Male,Karnataka,Mysuru,2021-12-29,Finance,Finance Manager,Master's,Good,No,1052677,1968-01-12,,1331636
E03637,Ekaraj,Bhatti,Male,Uttar Pradesh,Kanpur,2017-08-09,Sales,Sales Executive,Bachelor's,Needs Improvement,No,968756,1972-08-20,2023-10-01,1065631
E03638,Hemal,Wali,Male,Gujarat,Vadodara,2024-08-09,Sales,Sales Manager,Bachelor's,Excellent,No,963171,1991-08-18,,963171
E03639,Aradhana,Bhatnagar,Female,Uttar Pradesh,Kanpur,2018-01-05,Finance,Accountant,Bachelor's,Good,Yes,515312,1974-01-16,,578180
E03640,Tanvi,Kadakia,Female,West Bengal,Howrah,2016-01-10,Finance,Financial Analyst,Master's,Good,No,425745,1992-01-16,2021-04-26,499398
E03641,Damyanti,Morar,Female,Gujarat,Ahmedabad,2021-02-25,Operations,Operations Executive,Bachelor's,Good,No,511039,1978-03-08,,573385
E03642,Yahvi,Patla,Male,Tamil Nadu,Madurai,2015-05-15,Sales,Business Development,Master's,Satisfactory,No,454963,1993-05-20,,523207
E03643,Peter,Kuruvilla,Male,Tamil Nadu,Coimbatore,2019-09-14,Operations,Operations Manager,Master's,Good,No,736846,1987-09-22,,847372
E03644,Wyatt,Brahmbhatt,Male,Tamil Nadu,Chennai,2024-10-02,Finance,Financial Analyst,Master's,Good,No,802676,1995-10-10,,923077
E03645,Arin,Sastry,Male,West Bengal,Howrah,2018-04-10,HR,HR Executive,Bachelor's,Good,No,738945,1982-04-19,,738945
E03646,Harshil,Khalsa,Female,Maharashtra,Pune,2021-11-19,Operations,Operations Executive,Bachelor's,Satisfactory,No,604856,1990-11-27,,616953
E03647,Zayyan,Shukla,Male,West Bengal,Howrah,2020-03-12,IT,Software Engineer,Bachelor's,Needs Improvement,No,1355951,1992-03-19,,1355951
E03648,Daksha,Khare,Male,Tamil Nadu,Coimbatore,2023-09-29,Finance,Financial Analyst,Master's,Needs Improvement,Yes,1076441,1987-10-08,,1237907
E03649,Hemal,Badami,Female,Maharashtra,Mumbai,2024-05-14,Sales,Sales Manager,Bachelor's,Good,No,973145,1973-05-27,,1091868
E03650,Tanay,Johal,Male,Delhi,New Delhi,2018-03-22,Sales,Sales Executive,Bachelor's,Excellent,No,724076,1983-03-31,,724076
E03651,Advaith,Lala,Male,Uttar Pradesh,Kanpur,2024-09-19,Sales,Sales Manager,Bachelor's,Satisfactory,No,473943,1970-10-03,,521337
E03652,Lohit,Ahluwalia,Male,Maharashtra,Pune,2017-03-10,IT,Software Engineer,Bachelor's,Satisfactory,No,777132,1994-03-16,,777132
E03653,Vedika,Sankaran,Female,Maharashtra,Mumbai,2024-10-02,Sales,Business Development,Master's,Satisfactory,No,447252,1981-10-13,,577089
E03654,Lakshmi,Chaudry,Male,Uttar Pradesh,Lucknow,2023-07-13,Sales,Sales Manager,Bachelor's,Good,No,528768,1977-07-24,,581644
E03655,Chavvi,Srinivas,Male,Tamil Nadu,Madurai,2017-12-24,HR,HR Manager,Master's,Needs Improvement,No,738060,1976-01-04,,933645
E03656,Leena,Seshadri,Male,Tamil Nadu,Coimbatore,2023-09-23,IT,Software Engineer,Bachelor's,Satisfactory,Yes,759865,1991-10-01,,759865
E03657,Chakradev,Wason,Male,Karnataka,Mangalore,2016-01-06,Finance,Accountant,Bachelor's,Excellent,No,866629,1993-01-11,,866629
E03658,Jatin,Gaba,Male,Karnataka,Mysuru,2021-02-14,Finance,Accountant,Bachelor's,Good,No,925304,1989-02-22,,925304
E03659,Nikita,Sridhar,Male,Delhi,New Delhi,2018-05-21,Finance,Financial Analyst,Master's,Excellent,No,965727,1979-05-31,,1110586
E03660,Yochana,Dara,Male,Gujarat,Surat,2019-07-30,Sales,Sales Manager,Bachelor's,Good,No,836516,1988-08-06,,836516
E03661,Udyati,Dada,Female,Karnataka,Mangalore,2022-06-12,Sales,Business Development,Master's,Satisfactory,Yes,401050,1994-06-19,,470431
E03662,Veer,Luthra,Female,Tamil Nadu,Madurai,2024-05-26,IT,Software Engineer,Bachelor's,Excellent,No,1325214,1985-06-05,,1351718
E03663,Qarin,Nagar,Female,Gujarat,Vadodara,2017-08-19,Operations,Operations Executive,Bachelor's,Excellent,Yes,411043,1991-08-26,2021-04-03,419263
E03664,Pushti,Bhatt,Female,Uttar Pradesh,Lucknow,2018-08-18,Sales,Sales Executive,Bachelor's,Satisfactory,Yes,897992,1990-08-25,,915951
E03665,Kabir,Baral,Male,Delhi,New Delhi,2022-03-22,Finance,Financial Analyst,Master's,Good,Yes,880324,1979-04-02,,1113609
E03666,Ekapad,Biswas,Male,Maharashtra,Nagpur,2023-07-30,Sales,Business Development,Master's,Satisfactory,No,400151,2000-08-04,,460173
E03667,Rudra,Ravel,Male,Uttar Pradesh,Noida,2020-10-09,IT,Software Engineer,Bachelor's,Satisfactory,No,592998,1982-10-19,,592998
E03668,Vaishnavi,Mani,Male,Karnataka,Mysuru,2024-10-14,Operations,Operations Executive,Bachelor's,Satisfactory,Yes,432597,1987-10-24,,432597
E03669,Hamsini,Swamy,Male,Gujarat,Surat,2024-04-19,Sales,Sales Executive,Bachelor's,Excellent,No,621279,1997-04-26,,621279
E03670,Gaurang,Rastogi,Male,Karnataka,Mangalore,2021-11-11,HR,HR Executive,Bachelor's,Good,No,626978,1983-11-21,,626978
E03671,Aradhana,Saini,Male,West Bengal,Siliguri,2024-01-28,Operations,Operations Manager,Master's,Satisfactory,Yes,406301,1990-02-05,,467246
E03672,Lajita,Mittal,Female,Karnataka,Mangalore,2021-07-15,Finance,Accountant,Bachelor's,Satisfactory,No,497508,1988-07-23,2024-12-12,507458
E03673,Yachana,D’Alia,Male,West Bengal,Siliguri,2018-10-22,Sales,Sales Manager,Bachelor's,Satisfactory,No,358729,1982-10-31,2020-04-07,358729
E03674,Samuel,Reddy,Female,West Bengal,Siliguri,2023-02-06,IT,Software Engineer,Bachelor's,Good,No,1039558,1988-02-15,,1060349
E03675,Pranav,Chaudhry,Male,West Bengal,Siliguri,2019-10-29,Finance,Accountant,Bachelor's,Good,No,616353,1985-11-06,,616353
E03676,Bachittar,Iyengar,Female,Gujarat,Ahmedabad,2024-07-20,Finance,Financial Analyst,Master's,Needs Improvement,No,902247,1996-07-27,,1058335
E03677,Harinakshi,Nagy,Male,Maharashtra,Mumbai,2019-09-04,HR,HR Executive,Bachelor's,Good,No,315040,1986-09-12,,315040
E03678,Rehaan,Pillai,Female,Delhi,New Delhi,2020-02-18,Finance,Accountant,Bachelor's,Good,No,489282,1986-02-26,,499067
E03679,Libni,Vig,Male,Uttar Pradesh,Kanpur,2023-04-24,Operations,Operations Executive,Bachelor's,Good,Yes,760478,1984-05-03,,760478
